"79005003","1400 e street, El Cajon, CA, ","No_Match"
"78035002","100 Island ave, La Jolla, CA, ","No_Match"
"79246002","2500 garnet, La Jolla, CA, ","No_Match"
"79487003","1700 SAN ALTOS PL, El Cajon, CA, ","No_Match"
"78035001","100 Island ave, SAN DIEGO, CA, ","Match","Exact","100 ISLAND AVE, SAN DIEGO, CA, 92101","-117.16369,32.710415","195344427","L"
"79246003","2500 garnet, El Cajon, CA, ","No_Match"
"79487001","1700 SAN ALTOS PL, SAN DIEGO, CA, ","No_Match"
"78035003","100 Island ave, El Cajon, CA, ","No_Match"
"79487002","1700 SAN ALTOS PL, La Jolla, CA, ","No_Match"
"78276001","2600 l, SAN DIEGO, CA, ","Match","Non_Exact","2600 L ST, SAN DIEGO, CA, 92102","-117.137955,32.707405","195347863","L"
"77065002","1200 1ST AVENUE, La Jolla, CA, ","No_Match"
"78276002","2600 l, La Jolla, CA, ","No_Match"
"77065001","1200 1ST AVENUE, SAN DIEGO, CA, ","Match","Exact","1200 1ST AVE, SAN DIEGO, CA, 92101","-117.16385,32.71786","195343540","L"
"78276003","2600 l, El Cajon, CA, ","No_Match"
"78150003","1300 Garnet Ave, El Cajon, CA, ","No_Match"
"77065003","1200 1ST AVENUE, El Cajon, CA, ","No_Match"
"78391002","4800 Santa Monica, La Jolla, CA, ","No_Match"
"78391003","4800 Santa Monica, El Cajon, CA, ","No_Match"
"78391001","4800 Santa Monica, SAN DIEGO, CA, ","Match","Non_Exact","4800 SANTA MONICA AVE, SAN DIEGO, CA, 92107","-117.247,32.745663","195339395","R"
"78150001","1300 Garnet Ave, SAN DIEGO, CA, ","Match","Exact","1300 GARNET AVE, SAN DIEGO, CA, 92109","-117.246216,32.798607","195302949","L"
"78150002","1300 Garnet Ave, La Jolla, CA, ","No_Match"
"79120001","2200 GARNET, SAN DIEGO, CA, ","Match","Non_Exact","2200 GARNET AVE, SAN DIEGO, CA, 92109","-117.22972,32.802254","195303288","L"
"79361002","400 F ST, La Jolla, CA, ","No_Match"
"79120002","2200 GARNET, La Jolla, CA, ","No_Match"
"79361003","400 F ST, El Cajon, CA, ","No_Match"
"79120003","2200 GARNET, El Cajon, CA, ","No_Match"
"79361001","400 F ST, SAN DIEGO, CA, ","Match","Exact","400 F ST, SAN DIEGO, CA, 92101","-117.160995,32.713627","195344450","L"
"79499001","4100 market, SAN DIEGO, CA, ","Match","Non_Exact","4100 MARKET ST, SAN DIEGO, CA, 92102","-117.10647,32.711502","195348924","L"
"78047001","1100 B St., SAN DIEGO, CA, ","Match","Exact","1100 B ST, SAN DIEGO, CA, 92101","-117.15465,32.717834","195343773","L"
"79017001","1500 Milk way, SAN DIEGO, CA, ","No_Match"
"79017002","1500 Milk way, La Jolla, CA, ","No_Match"
"79017003","1500 Milk way, El Cajon, CA, ","No_Match"
"77180001","7600 mission gorge road, SAN DIEGO, CA, ","Match","Exact","7600 MISSION GORGE RD, SAN DIEGO, CA, 92120","-117.07535,32.807793","195322566","L"
"77180002","7600 mission gorge road, La Jolla, CA, ","No_Match"
